
MedQA,affective,25,19,0.76,1.36,1.0360180178613367,6.88,3.6092473823037774,0.16,0.47258156262526074,76.0
MedQA,age,25,18,0.72,1.2,0.8660254037844386,5.8,2.9999999999999996,0.08,0.27688746209726917,72.0
MedQA,aggregate,25,16,0.64,0.96,0.5385164807134505,6.64,2.643860813280457,0.04,0.19999999999999996,64.0
MedQA,anchoring,25,19,0.76,1.48,1.388044187577134,5.64,1.9974984355438183,0.08,0.4,76.0
MedQA,availability,25,15,0.6,1.44,1.3868429375143148,7.2,3.366501646120693,0.0,0.0,60.0
MedQA,bandwagon,25,16,0.64,1.44,1.445683229480096,6.52,2.902872140943632,0.0,0.0,64.0
MedQA,commission,25,20,0.8,1.4,1.1902380714238083,6.32,3.5204166420089162,0.04,0.19999999999999998,80.0
MedQA,confirmation,25,15,0.6,1.36,0.9949874371066199,6.36,3.025998457809697,0.04,0.2,60.0
MedQA,cultural,25,19,0.76,1.48,1.004987562112089,6.12,3.2057240471797734,0.08,0.2768874620972691,76.0
MedQA,diagnosis_momentum,25,19,0.76,1.32,1.1803954139750517,5.76,2.184795947756525,0.08,0.2768874620972691,76.0
MedQA,disability,25,19,0.76,1.12,0.6658328118479394,5.76,2.7428695436227613,0.04,0.19999999999999996,76.0
MedQA,education,25,19,0.76,1.52,1.0456258094238748,5.96,2.8207563997386704,0.0,0.0,76.0
MedQA,false_consensus,25,19,0.76,1.44,1.1210114480533493,6.68,4.140450861118066,0.04,0.19999999999999998,76.0
MedQA,frequency,25,21,0.84,1.32,0.8020806277010644,6.36,2.3958297101421877,0.0,0.0,84.0
MedQA,gamblers_fallacy,25,17,0.68,1.48,0.8225975119502043,6.16,3.0913858812297548,0.04,0.2,68.0
MedQA,gender,25,16,0.64,1.48,1.1590225767142475,5.76,2.3678400846904055,0.04,0.2,64.0
MedQA,mental_health,25,19,0.76,1.48,0.9626352718795768,6.64,3.0397368307141326,0.0,0.0,76.0
